,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
4212,ATG,North America,Antigua and Barbuda,2020-03-16,1.0,0.0,,,,,10.129,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
33076,DNK,Europe,Denmark,2020-03-18,1116.0,91.0,96.0,4.0,0.0,0.571,191.974,15.654,16.514,0.688,0.0,0.098,1.3,,,,,,,,,1226.0,9297.0,1.599,0.211,841.0,0.145,0.114,8.8,tests performed,,,,,,,,,,,,,,72.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
34982,DOM,North America,Dominican Republic,2020-03-18,21.0,0.0,2.286,1.0,0.0,0.143,1.917,0.0,0.209,0.091,0.0,0.013,,,,,,,,,,,88.0,0.008,,,,,,samples tested,,,,,,,,,,,,,,34.26,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,
44839,GAB,Africa,Gabon,2020-03-18,1.0,0.0,,,,,0.439,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
24921,CHL,South America,Chile,2020-03-19,265.0,0.0,32.857,,,0.0,13.793,0.0,1.71,,,0.0,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.56,19212362.0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,,,,
71236,LBY,Africa,Libya,2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,39.81,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
25609,CHN,Asia,China,2020-03-20,80994.0,46.0,26.143,3249.0,4.0,10.429,56.082,0.032,0.018,2.25,0.003,0.007,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,
114947,OWID_SAM,,South America,2020-03-20,2337.0,644.0,289.571,47.0,14.0,5.857,5.382,1.483,0.667,0.108,0.032,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434260137.0,,,,,,,,,,,,,,,,,,
36926,SLV,North America,El Salvador,2020-03-20,1.0,0.0,,,,,0.153,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,6518500.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,,,,
36297,EGY,Africa,Egypt,2020-03-21,294.0,9.0,26.429,10.0,2.0,1.143,2.82,0.086,0.253,0.096,0.019,0.011,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74,104258327.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,,,,
37561,GNQ,Africa,Equatorial Guinea,2020-03-21,6.0,0.0,0.857,,,0.0,4.138,0.0,0.591,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,
119558,SWE,Europe,Sweden,2020-03-21,1868.0,135.0,124.857,49.0,11.0,6.286,183.855,13.287,12.289,4.823,1.083,0.619,1.64,56.0,5.512,317.0,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,47.22,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
46809,DEU,Europe,Germany,2020-03-22,24873.0,2660.0,2725.429,94.0,10.0,11.857,296.458,31.704,32.484,1.12,0.119,0.141,2.14,364.0,4.338,,,,,2251.0,26.826,,503825.0,6.005,,53505.0,0.638,0.069,14.5,tests performed,,,,,,,,,,,,,,76.85,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-17779.2,-7.11,-1.74,-211.908226355487
133969,VAT,Europe,Vatican,2020-03-22,1.0,0.0,0.0,,,0.0,1231.527,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,
82669,MCO,Europe,Monaco,2020-03-23,23.0,0.0,2.286,,,0.0,581.984,0.0,57.837,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,
7854,AUT,Europe,Austria,2020-03-24,5283.0,809.0,564.429,28.0,7.0,3.571,584.204,89.461,62.416,3.096,0.774,0.395,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,
28289,CRI,North America,Costa Rica,2020-03-24,177.0,19.0,19.429,2.0,0.0,0.286,34.442,3.697,3.781,0.389,0.0,0.056,1.12,,,,,,,,,165.0,1738.0,0.338,0.032,155.0,0.03,0.117,8.5,people tested,,,,,,,,,,,,,,71.3,5139053.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,,,,
14594,BTN,Asia,Bhutan,2020-03-25,2.0,0.0,0.143,,,0.0,2.564,0.0,0.183,,,0.0,,,,,,,,,,10.0,533.0,0.683,0.013,,,,,samples tested,,,,,,,,,,,,,,38.89,779900.0,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,,,,
54899,HKG,Asia,Hong Kong,2020-03-25,410.0,24.0,32.714,4.0,0.0,0.0,54.285,3.178,4.331,0.53,0.0,0.0,,,,,,,,,,,,,,2129.0,0.282,,,tests performed,,,,,,,,,,,,,,52.78,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,
33715,DJI,Africa,Djibouti,2020-03-26,11.0,0.0,1.429,,,0.0,10.976,0.0,1.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,
77411,MDV,Asia,Maldives,2020-03-26,13.0,0.0,0.0,,,0.0,23.914,0.0,0.0,,,0.0,,,,,,,,,,23.0,799.0,1.47,0.042,40.0,0.074,0.0,,samples tested,,,,,,,,,,,,,,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
58195,OWID_INT,,International,2020-03-26,712.0,0.0,0.0,10.0,0.0,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118886,SUR,South America,Suriname,2020-03-26,8.0,0.0,1.0,,,0.0,13.518,0.0,1.69,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
112570,SVN,Europe,Slovenia,2020-03-26,562.0,34.0,39.429,6.0,1.0,0.714,270.358,16.356,18.968,2.886,0.481,0.344,1.28,16.0,7.697,81.0,38.966,,,,,1075.0,18369.0,8.837,0.517,1086.0,0.522,0.039,25.6,tests performed,,,,,,,,,,,,,,78.7,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
11720,BLR,Europe,Belarus,2020-03-27,94.0,8.0,3.571,,,0.0,9.955,0.847,0.378,,,0.0,,,,,,,,,,,,,,1100.0,0.116,0.003,308.0,tests performed,,,,,,,,,,,,,,8.33,9442867.0,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,,,,
54901,HKG,Asia,Hong Kong,2020-03-27,519.0,66.0,37.571,4.0,0.0,0.0,68.716,8.738,4.975,0.53,0.0,0.0,,,,,,,,,,,,,,2129.0,0.282,,,tests performed,,,,,,,,,,,,,,52.78,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,
61816,ITA,Europe,Italy,2020-03-27,86498.0,5909.0,5639.571,9134.0,919.0,728.857,1432.858,97.884,93.421,151.307,15.223,12.074,1.17,3732.0,61.821,29761.0,492.997,,,,,33019.0,394079.0,6.528,0.547,26742.0,0.443,0.211,4.7,tests performed,,,,,,,,,,,,,,85.19,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,
62454,JAM,North America,Jamaica,2020-03-27,26.0,0.0,1.429,1.0,0.0,0.0,8.744,0.0,0.48,0.336,0.0,0.0,,,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,75.0,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,
103521,RWA,Africa,Rwanda,2020-03-27,54.0,4.0,5.286,,,0.0,4.067,0.301,0.398,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
130980,USA,North America,United States,2020-03-27,105253.0,18591.0,12174.714,2305.0,522.0,276.143,316.156,55.843,36.57,6.924,1.568,0.829,2.3,,,,,,,,,135799.0,1035144.0,3.109,0.408,101952.0,0.306,0.119,8.4,tests performed,,,,,,,,,,,,,,72.69,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,
98840,PER,South America,Peru,2020-03-28,671.0,36.0,50.429,86.0,15.0,8.0,20.114,1.079,1.512,2.578,0.45,0.24,1.81,,,,,,,,,961.0,15325.0,0.459,0.029,993.0,0.03,0.107,9.3,tests performed,,,,,,,,,,,,,,94.44,33359415.0,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,,,,
123463,THA,Asia,Thailand,2020-03-28,1245.0,109.0,119.143,6.0,1.0,0.714,17.798,1.558,1.703,0.086,0.014,0.01,1.47,,,,,,,,,2627.0,56386.0,0.806,0.038,2732.0,0.039,0.044,22.9,tests performed,,,,,,,,,,,,,,68.06,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,
22669,CPV,Africa,Cape Verde,2020-03-29,6.0,1.0,0.429,1.0,0.0,0.143,10.678,1.78,0.763,1.78,0.0,0.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.07,561901.0,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,,,,
46816,DEU,Europe,Germany,2020-03-29,62095.0,4400.0,5317.429,533.0,100.0,62.714,740.103,52.443,63.378,6.353,1.192,0.747,1.56,1063.0,12.67,,,,,5190.0,61.864,,881424.0,10.506,,53943.0,0.643,0.088,11.4,tests performed,,,,,,,,,,,,,,76.85,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-17504.1,-6.5,1.42,-208.629341306082
7207,AUS,Oceania,Australia,2020-03-30,4361.0,377.0,382.714,17.0,1.0,1.429,169.108,14.619,14.841,0.659,0.039,0.055,1.32,,,,,,,,,,,,,10105.0,0.392,0.038,26.4,tests performed,,,,,,,,,,,,,,71.3,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,
13024,BLZ,North America,Belize,2020-03-31,3.0,0.0,0.286,,,0.0,7.409,0.0,0.706,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.63,404915.0,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,-13.4,-2.56,-10.37,-33.0933652741933
31775,CZE,Europe,Czechia,2020-03-31,3308.0,307.0,273.429,31.0,8.0,4.0,308.451,28.626,25.496,2.891,0.746,0.373,1.38,72.0,6.714,322.0,30.025,,,,,,,,,,,,,,,,,,,,,,,,,,,82.41,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
113631,SOM,Africa,Somalia,2020-03-31,5.0,2.0,0.571,,,0.0,0.306,0.122,0.035,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
19417,BFA,Africa,Burkina Faso,2020-04-01,282.0,21.0,19.429,16.0,2.0,1.714,13.118,0.977,0.904,0.744,0.093,0.08,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,21497097.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,,,,
28297,CRI,North America,Costa Rica,2020-04-01,375.0,28.0,24.857,2.0,0.0,0.0,72.971,5.448,4.837,0.389,0.0,0.0,1.01,,,,,,,,,373.0,4100.0,0.798,0.073,333.0,0.065,0.075,13.3,people tested,,,,,,,,,,,,,,75.0,5139053.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,,,,
57530,IDN,Asia,Indonesia,2020-04-01,1677.0,149.0,126.714,157.0,21.0,14.143,6.068,0.539,0.459,0.568,0.076,0.051,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
102213,ROU,Europe,Romania,2020-04-01,2460.0,215.0,222.0,92.0,10.0,10.714,128.609,11.24,11.606,4.81,0.523,0.56,1.68,,,,,,,,,1955.0,26609.0,1.391,0.102,1735.0,0.091,0.128,7.8,tests performed,,,,,,,,,,,,,,87.04,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
129621,ARE,Asia,United Arab Emirates,2020-04-02,1024.0,210.0,98.714,8.0,0.0,0.857,102.491,21.019,9.88,0.801,0.0,0.086,2.2,,,,,,,,,22433.0,262913.0,26.315,2.245,12974.0,1.299,0.008,131.4,tests performed,,,,,,,,,,,,,,84.26,9991083.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,
19418,BFA,Africa,Burkina Faso,2020-04-02,288.0,6.0,19.429,16.0,0.0,1.286,13.397,0.279,0.904,0.744,0.0,0.06,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,21497097.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,,,,
38201,ERI,Africa,Eritrea,2020-04-02,22.0,7.0,2.286,,,0.0,6.109,1.944,0.635,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52,3601462.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,,,,
20718,KHM,Asia,Cambodia,2020-04-02,110.0,1.0,2.0,,,0.0,6.491,0.059,0.118,,,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,16946446.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,,,,
91861,OWID_NAM,,North America,2020-04-02,274193.0,34420.0,25828.714,8547.0,1583.0,953.286,459.607,57.695,43.295,14.327,2.653,1.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596581283.0,,,,,,,,,,,,,,,,,,
118894,SUR,South America,Suriname,2020-04-03,10.0,0.0,0.286,1.0,1.0,0.143,16.898,0.0,0.483,1.69,1.69,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
34999,DOM,North America,Dominican Republic,2020-04-04,1488.0,0.0,109.857,68.0,0.0,5.714,135.844,0.0,10.029,6.208,0.0,0.522,1.54,,,,,,,,,641.0,5183.0,0.473,0.059,370.0,0.034,0.297,3.4,samples tested,,,,,,,,,,,,,,92.59,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,
51632,GNB,Africa,Guinea-Bissau,2020-04-04,18.0,3.0,2.286,,,0.0,8.931,1.488,1.134,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
103529,RWA,Africa,Rwanda,2020-04-04,102.0,13.0,6.0,,,0.0,7.683,0.979,0.452,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74,13276517.0,494.869,20.3,2.974,1.642,1854.211,56.0,191.375,4.28,4.7,21.0,4.617,,69.02,0.543,,,,
52899,HTI,North America,Haiti,2020-04-05,18.0,0.0,1.429,,,0.0,1.56,0.0,0.124,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.41,11541683.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,,,,
67463,KGZ,Asia,Kyrgyzstan,2020-04-05,147.0,3.0,9.0,1.0,0.0,0.143,22.177,0.453,1.358,0.151,0.0,0.022,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,
75475,MDG,Africa,Madagascar,2020-04-05,72.0,2.0,4.714,,,0.0,2.533,0.07,0.166,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.37,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
58865,IRN,Asia,Iran,2020-04-06,60500.0,2274.0,2715.0,3739.0,136.0,140.286,711.524,26.744,31.93,43.973,1.599,1.65,0.92,,,,,,,,,,,,,,,,,tests performed,,,,,,,,,,,,,,59.26,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
82034,MDA,Europe,Moldova,2020-04-06,965.0,101.0,95.286,19.0,4.0,2.429,239.81,25.099,23.679,4.722,0.994,0.604,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
134619,VEN,South America,Venezuela,2020-04-06,165.0,6.0,4.286,7.0,0.0,0.571,5.748,0.209,0.149,0.244,0.0,0.02,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.41,28704947.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,,,,
28303,CRI,North America,Costa Rica,2020-04-07,483.0,16.0,19.429,2.0,0.0,0.0,93.986,3.113,3.781,0.389,0.0,0.0,0.94,,,,,,,,,162.0,5407.0,1.052,0.032,240.0,0.047,0.081,12.3,people tested,,,,,,,,,,,,,,75.0,5139053.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,,,,
44859,GAB,Africa,Gabon,2020-04-07,30.0,6.0,2.0,1.0,0.0,0.0,13.165,2.633,0.878,0.439,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
84904,MAR,Africa,Morocco,2020-04-07,1184.0,64.0,81.0,90.0,10.0,7.714,31.705,1.714,2.169,2.41,0.268,0.207,1.42,,,,,,,,,333.0,5437.0,0.146,0.009,362.0,0.01,0.224,4.5,people tested,,,,,,,,,,,,,,93.52,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
113638,SOM,Africa,Somalia,2020-04-07,8.0,1.0,0.429,,,0.0,0.489,0.061,0.026,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
4235,ATG,North America,Antigua and Barbuda,2020-04-08,19.0,0.0,1.714,2.0,1.0,0.286,192.448,0.0,17.364,20.258,10.129,2.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
44860,GAB,Africa,Gabon,2020-04-08,34.0,4.0,2.286,1.0,0.0,0.0,14.92,1.755,1.003,0.439,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
51012,GIN,Africa,Guinea,2020-04-08,164.0,20.0,19.143,,,0.0,12.151,1.482,1.418,,,0.0,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,13497237.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
63153,JPN,Asia,Japan,2020-04-08,5020.0,535.0,355.0,105.0,7.0,4.714,39.825,4.244,2.816,0.833,0.056,0.037,1.74,,,,,,,,,1383.0,54156.0,0.43,0.011,2848.0,0.023,0.125,8.0,people tested,,,,,,,,,,,,,,45.37,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,
67466,KGZ,Asia,Kyrgyzstan,2020-04-08,270.0,42.0,22.714,4.0,0.0,0.571,40.734,6.336,3.427,0.603,0.0,0.086,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,
3292,AGO,Africa,Angola,2020-04-09,19.0,0.0,1.571,2.0,0.0,0.0,0.56,0.0,0.046,0.059,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74,33933611.0,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,,,,
31129,CYP,Europe,Cyprus,2020-04-09,526.0,32.0,29.429,9.0,0.0,0.0,587.05,35.714,32.844,10.045,0.0,0.0,1.05,12.0,13.393,51.0,56.919,,,,,1216.0,15480.0,17.277,1.357,957.0,1.068,0.031,32.5,tests performed,,,,,,,,,,,,,,92.59,896005.0,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,,,,
84906,MAR,Africa,Morocco,2020-04-09,1374.0,99.0,95.143,97.0,4.0,7.571,36.792,2.651,2.548,2.597,0.107,0.203,1.37,,,,,,,,,631.0,6383.0,0.171,0.017,394.0,0.011,0.241,4.1,people tested,,,,,,,,,,,,,,93.52,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,
13034,BLZ,North America,Belize,2020-04-10,10.0,1.0,0.857,2.0,1.0,0.286,24.697,2.47,2.117,4.939,2.47,0.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,404915.0,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,,,,
33730,DJI,Africa,Djibouti,2020-04-10,150.0,15.0,14.429,1.0,1.0,0.143,149.671,14.967,14.397,0.998,0.998,0.143,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,
58869,IRN,Asia,Iran,2020-04-10,68192.0,1972.0,2144.143,4232.0,122.0,134.0,801.987,23.192,25.217,49.771,1.435,1.576,0.8,,,,,,,,,11175.0,242568.0,2.853,0.131,,,,,tests performed,,,,,,,,,,,,,,59.26,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
59523,IRQ,Asia,Iraq,2020-04-10,1279.0,47.0,65.571,70.0,1.0,2.286,31.059,1.141,1.592,1.7,0.024,0.056,0.88,,,,,,,,,1692.0,32158.0,0.781,0.041,,,,,samples tested,,,,,,,,,,,,,,96.3,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
64065,JOR,Asia,Jordan,2020-04-11,381.0,9.0,8.286,7.0,0.0,0.286,37.102,0.876,0.807,0.682,0.0,0.028,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10269022.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
85535,MOZ,Africa,Mozambique,2020-04-11,20.0,0.0,1.429,,,0.0,0.622,0.0,0.044,,,0.0,,,,,,,,,,10.0,551.0,0.017,0.0,29.0,0.001,0.049,20.3,units unclear,,,,,,,,,,,,,,56.48,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
38211,ERI,Africa,Eritrea,2020-04-12,34.0,0.0,0.714,,,0.0,9.441,0.0,0.198,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52,3601462.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,,,,
44865,GAB,Africa,Gabon,2020-04-13,57.0,8.0,4.714,1.0,0.0,0.0,25.013,3.511,2.069,0.439,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
